id_scal;scenario_key;name;var_name;carrier;region;tech;type;var_value;var_unit;source;comment
184;2045_scenario;r120670124124-electricity-large_battery_storage;input_parameters;electricity;r120670124124;large_battery_storage;storage;"{""variable_costs"": 0.1}";;;Own assumption to prevent hidden curtailment
185;2045_scenario;r120670201201-electricity-large_battery_storage;input_parameters;electricity;r120670201201;large_battery_storage;storage;"{""variable_costs"": 0.1}";;;Own assumption to prevent hidden curtailment
186;2045_scenario;;loss_rate;electricity;ALL;large_battery_storage;storage;0.1;1/h;own assumption;
187;2045_scenario;;marginal_cost;electricity;ALL;large_battery_storage;storage;1.75;EUR/MWh;"Digiplan-Empowerplan: technology_data_catalogue_for_energy_and_storage.xlsx; 180 Lithium Ion Battery";"(1;7+((1;6-1;7)*(2045-2040)/(2050-2040)))*1;0582"
188;2045_scenario;r120640428428-electricity-large_battery_storage;storage_capacity;electricity;r120640428428;large_battery_storage;storage;0.0;MWh;;Zero
189;2045_scenario;r120640472472-electricity-large_battery_storage;storage_capacity;electricity;r120640472472;large_battery_storage;storage;0.0;MWh;;Zero
190;2045_scenario;r120670124124-electricity-large_battery_storage;storage_capacity;electricity;r120670124124;large_battery_storage;storage;0.0;MWh;;Zero
191;2045_scenario;r120670201201-electricity-large_battery_storage;storage_capacity;electricity;r120670201201;large_battery_storage;storage;0.0;MWh;;Zero
192;2045_scenario;;storage_capacity_cost;electricity;ALL;large_battery_storage;storage;21574.976421111423;;;
193;2045_scenario;r120640428428-electricity-large_battery_storage;storage_capacity_potential;electricity;r120640428428;large_battery_storage;storage;;MWh;;Empty
194;2045_scenario;r120640472472-electricity-large_battery_storage;storage_capacity_potential;electricity;r120640472472;large_battery_storage;storage;;MWh;;Empty
195;2045_scenario;r120670124124-electricity-large_battery_storage;storage_capacity_potential;electricity;r120670124124;large_battery_storage;storage;;MWh;;Empty
196;2045_scenario;r120670201201-electricity-large_battery_storage;storage_capacity_potential;electricity;r120670201201;large_battery_storage;storage;;MWh;;Empty
197;2045_scenario;r120640428428-electricity-pv_agri_horizontal;capacity;electricity;r120640428428;pv_agri_horizontal;volatile;0.0;MW;;Zero
198;2045_scenario;r120640472472-electricity-pv_agri_horizontal;capacity;electricity;r120640472472;pv_agri_horizontal;volatile;0.0;MW;;Zero
199;2045_scenario;r120670124124-electricity-pv_agri_horizontal;capacity;electricity;r120670124124;pv_agri_horizontal;volatile;0.0;MW;;Zero
200;2045_scenario;r120670201201-electricity-pv_agri_horizontal;capacity;electricity;r120670201201;pv_agri_horizontal;volatile;0.0;MW;;Zero
201;2045_scenario;;capacity_cost;electricity;ALL;pv_agri_horizontal;volatile;27813.439748989036;;;
202;2045_scenario;r120640428428-electricity-pv_agri_horizontal;capacity_potential;electricity;r120640428428;pv_agri_horizontal;volatile;0.240107872178303;MW;;Empty
203;2045_scenario;r120640472472-electricity-pv_agri_horizontal;capacity_potential;electricity;r120640472472;pv_agri_horizontal;volatile;0.590755364865029;MW;;Empty
204;2045_scenario;r120670124124-electricity-pv_agri_horizontal;capacity_potential;electricity;r120670124124;pv_agri_horizontal;volatile;0.0;MW;;kein PV-agri Potential in Erkner
205;2045_scenario;r120670201201-electricity-pv_agri_horizontal;capacity_potential;electricity;r120670201201;pv_agri_horizontal;volatile;0.0;MW;;kein PV-agri Potential in Grünheide
206;2045_scenario;;expandable;electricity;ALL;pv_agri_horizontal;volatile;true;;;
207;2045_scenario;r120640428428-electricity-pv_agri_vertical;capacity;electricity;r120640428428;pv_agri_vertical;volatile;0.0;MW;;Zero
208;2045_scenario;r120640472472-electricity-pv_agri_vertical;capacity;electricity;r120640472472;pv_agri_vertical;volatile;0.0;MW;;Zero
209;2045_scenario;r120670124124-electricity-pv_agri_vertical;capacity;electricity;r120670124124;pv_agri_vertical;volatile;0.0;MW;;Zero
210;2045_scenario;r120670201201-electricity-pv_agri_vertical;capacity;electricity;r120670201201;pv_agri_vertical;volatile;0.0;MW;;Zero
211;2045_scenario;;capacity_cost;electricity;ALL;pv_agri_vertical;volatile;27813.439748989036;;;
212;2045_scenario;r120640428428-electricity-pv_agri_vertical;capacity_potential;electricity;r120640428428;pv_agri_vertical;volatile;2.97133809586662;MW;;Empty
213;2045_scenario;r120640472472-electricity-pv_agri_vertical;capacity_potential;electricity;r120640472472;pv_agri_vertical;volatile;3.40595926698852;MW;;Empty
214;2045_scenario;r120670124124-electricity-pv_agri_vertical;capacity_potential;electricity;r120670124124;pv_agri_vertical;volatile;0.0;MW;;kein PV-agri Potential in Erkner
215;2045_scenario;r120670201201-electricity-pv_agri_vertical;capacity_potential;electricity;r120670201201;pv_agri_vertical;volatile;0.77023739554857;MW;;Empty
216;2045_scenario;;expandable;electricity;ALL;pv_agri_vertical;volatile;true;;;
217;2045_scenario;r120640428428-electricity-pv_ground;capacity;electricity;r120640428428;pv_ground;volatile;0.0;MW;;Zero
218;2045_scenario;r120640472472-electricity-pv_ground;capacity;electricity;r120640472472;pv_ground;volatile;0.0;MW;;Zero
219;2045_scenario;r120670124124-electricity-pv_ground;capacity;electricity;r120670124124;pv_ground;volatile;0.0;MW;;Zero
220;2045_scenario;r120670201201-electricity-pv_ground;capacity;electricity;r120670201201;pv_ground;volatile;0.0;MW;;Zero
221;2045_scenario;;capacity_cost;electricity;ALL;pv_ground;volatile;23159.664243948777;;;
222;2045_scenario;r120640428428-electricity-pv_ground;capacity_potential;electricity;r120640428428;pv_ground;volatile;14.0571443990255;MW;;Empty
223;2045_scenario;r120640472472-electricity-pv_ground;capacity_potential;electricity;r120640472472;pv_ground;volatile;5.9071230446957;MW;;Empty
224;2045_scenario;r120670124124-electricity-pv_ground;capacity_potential;electricity;r120670124124;pv_ground;volatile;0.0;MW;;kein PV-ground Potential in Erkner
225;2045_scenario;r120670201201-electricity-pv_ground;capacity_potential;electricity;r120670201201;pv_ground;volatile;1.40616137818839;MW;;Empty
226;2045_scenario;;expandable;electricity;ALL;pv_ground;volatile;true;;;
227;2045_scenario;r120640428428-electricity-pv_rooftop;capacity;electricity;r120640428428;pv_rooftop;volatile;0.0;MW;;Zero
228;2045_scenario;r120640472472-electricity-pv_rooftop;capacity;electricity;r120640472472;pv_rooftop;volatile;0.0;MW;;Zero
229;2045_scenario;r120670124124-electricity-pv_rooftop;capacity;electricity;r120670124124;pv_rooftop;volatile;0.0;MW;;Zero
230;2045_scenario;r120670201201-electricity-pv_rooftop;capacity;electricity;r120670201201;pv_rooftop;volatile;0.0;MW;;Zero
231;2045_scenario;;capacity_cost;electricity;ALL;pv_rooftop;volatile;39700.5834021078;;;
232;2045_scenario;r120640428428-electricity-pv_rooftop;capacity_potential;electricity;r120640428428;pv_rooftop;volatile;92.582;MW;;Empty
233;2045_scenario;r120640472472-electricity-pv_rooftop;capacity_potential;electricity;r120640472472;pv_rooftop;volatile;94.9223099918723;MW;;Empty
234;2045_scenario;r120670124124-electricity-pv_rooftop;capacity_potential;electricity;r120670124124;pv_rooftop;volatile;34.3904399727463;MW;;Empty
235;2045_scenario;r120670201201-electricity-pv_rooftop;capacity_potential;electricity;r120670201201;pv_rooftop;volatile;54.526079940319;MW;;Empty
236;2045_scenario;;expandable;electricity;ALL;pv_rooftop;volatile;true;;;
237;2045_scenario;r120640428428-electricity-small_battery_storage;capacity;electricity;r120640428428;small_battery_storage;storage;64.8074;MW;;"""nominal_power_per_storage_capacity"": 0.7"
238;2045_scenario;r120640472472-electricity-small_battery_storage;capacity;electricity;r120640472472;small_battery_storage;storage;66.4456169943106;MW;;"""nominal_power_per_storage_capacity"": 0.7"
239;2045_scenario;r120670124124-electricity-small_battery_storage;capacity;electricity;r120670124124;small_battery_storage;storage;24.0733079809224;MW;;"""nominal_power_per_storage_capacity"": 0.7"
240;2045_scenario;r120670201201-electricity-small_battery_storage;capacity;electricity;r120670201201;small_battery_storage;storage;38.1682559582233;MW;;"""nominal_power_per_storage_capacity"": 0.7"
241;2045_scenario;;capacity_cost;electricity;ALL;small_battery_storage;storage;0.008994110037097316;;;
242;2045_scenario;r120640428428-electricity-small_battery_storage;capacity_potential;electricity;r120640428428;small_battery_storage;storage;;MW;;Empty
243;2045_scenario;r120640472472-electricity-small_battery_storage;capacity_potential;electricity;r120640472472;small_battery_storage;storage;;MW;;Empty
244;2045_scenario;r120670124124-electricity-small_battery_storage;capacity_potential;electricity;r120670124124;small_battery_storage;storage;;MW;;Empty
245;2045_scenario;r120670201201-electricity-small_battery_storage;capacity_potential;electricity;r120670201201;small_battery_storage;storage;;MW;;Empty
246;2045_scenario;;efficiency;electricity;ALL;small_battery_storage;storage;0.95;;"Digiplan-Empowerplan: fluri-2019-wirtschaftlichkeit-dez-stromspeicher.pdf; S. 91";
247;2045_scenario;;expandable;electricity;ALL;small_battery_storage;storage;true;;;
248;2045_scenario;r120640428428-electricity-small_battery_storage;input_parameters;electricity;r120640428428;small_battery_storage;storage;"{""variable_costs"": 0.1}";;;Own assumption to prevent hidden curtailment
249;2045_scenario;r120640472472-electricity-small_battery_storage;input_parameters;electricity;r120640472472;small_battery_storage;storage;"{""variable_costs"": 0.1}";;;Own assumption to prevent hidden curtailment
250;2045_scenario;r120670124124-electricity-small_battery_storage;input_parameters;electricity;r120670124124;small_battery_storage;storage;"{""variable_costs"": 0.1}";;;Own assumption to prevent hidden curtailment
251;2045_scenario;r120670201201-electricity-small_battery_storage;input_parameters;electricity;r120670201201;small_battery_storage;storage;"{""variable_costs"": 0.1}";;;Own assumption to prevent hidden curtailment
252;2045_scenario;;loss_rate;electricity;ALL;small_battery_storage;storage;0.1;1/h;own assumption;
253;2045_scenario;;marginal_cost;electricity;ALL;small_battery_storage;storage;0.0;EUR/MWh;Digiplan-Empowerplan:;
254;2045_scenario;r120640428428-electricity-small_battery_storage;storage_capacity;electricity;r120640428428;small_battery_storage;storage;92.582;MWh;;"""storage_capacity_per_pv_power"": 1"
255;2045_scenario;r120640472472-electricity-small_battery_storage;storage_capacity;electricity;r120640472472;small_battery_storage;storage;94.9223099918723;MWh;;"""storage_capacity_per_pv_power"": 1"
256;2045_scenario;r120670124124-electricity-small_battery_storage;storage_capacity;electricity;r120670124124;small_battery_storage;storage;34.3904399727463;MWh;;"""storage_capacity_per_pv_power"": 1"
257;2045_scenario;r120670201201-electricity-small_battery_storage;storage_capacity;electricity;r120670201201;small_battery_storage;storage;54.526079940319;MWh;;"""storage_capacity_per_pv_power"": 1"
258;2045_scenario;;storage_capacity_cost;electricity;ALL;small_battery_storage;storage;77750.52431161744;;;
259;2045_scenario;r120640428428-electricity-small_battery_storage;storage_capacity_potential;electricity;r120640428428;small_battery_storage;storage;;MWh;;Empty
260;2045_scenario;r120640472472-electricity-small_battery_storage;storage_capacity_potential;electricity;r120640472472;small_battery_storage;storage;;MWh;;Empty
261;2045_scenario;r120670124124-electricity-small_battery_storage;storage_capacity_potential;electricity;r120670124124;small_battery_storage;storage;;MWh;;Empty
262;2045_scenario;r120670201201-electricity-small_battery_storage;storage_capacity_potential;electricity;r120670201201;small_battery_storage;storage;;MWh;;Empty
263;2045_scenario;;capacity_cost;electricity;ALL;transmission;link;96.01794417968188;;;
264;2045_scenario;;expandable;electricity;ALL;transmission;link;false;;;
265;2045_scenario;r120640428428-r120640472472-electricity-transmission;from_to_capacity;electricity;r120640428428_r120640472472;transmission;link;1000.0;MW;;No limit for import
266;2045_scenario;r120640428428-r120670124124-electricity-transmission;from_to_capacity;electricity;r120640428428_r120670124124;transmission;link;1000.0;MW;;No limit for import
267;2045_scenario;r120640428428-r120670201201-electricity-transmission;from_to_capacity;electricity;r120640428428_r120670201201;transmission;link;1000.0;MW;;No limit for import
268;2045_scenario;r120640472472-r120670124124-electricity-transmission;from_to_capacity;electricity;r120640472472_r120670124124;transmission;link;1000.0;MW;;No limit for import
269;2045_scenario;r120640472472-r120670201201-electricity-transmission;from_to_capacity;electricity;r120640472472_r120670201201;transmission;link;1000.0;MW;;No limit for import
270;2045_scenario;r120670124124-r120670201201-electricity-transmission;from_to_capacity;electricity;r120670124124_r120670201201;transmission;link;1000.0;MW;;No limit for import
271;2045_scenario;r120640428428-r120640472472-electricity-transmission;loss;electricity;r120640428428_r120640472472;transmission;link;0.01;;;Zero
272;2045_scenario;r120640428428-r120670124124-electricity-transmission;loss;electricity;r120640428428_r120670124124;transmission;link;0.01;;;Zero
273;2045_scenario;r120640428428-r120670201201-electricity-transmission;loss;electricity;r120640428428_r120670201201;transmission;link;0.01;;;Zero
274;2045_scenario;r120640472472-r120670124124-electricity-transmission;loss;electricity;r120640472472_r120670124124;transmission;link;0.01;;;Zero
275;2045_scenario;r120640472472-r120670201201-electricity-transmission;loss;electricity;r120640472472_r120670201201;transmission;link;0.01;;;Zero
276;2045_scenario;r120670124124-r120670201201-electricity-transmission;loss;electricity;r120670124124_r120670201201;transmission;link;0.01;;;Zero
277;2045_scenario;r120640428428-r120640472472-electricity-transmission;to_from_capacity;electricity;r120640428428_r120640472472;transmission;link;1000.0;MW;;No limit for import
278;2045_scenario;r120640428428-r120670124124-electricity-transmission;to_from_capacity;electricity;r120640428428_r120670124124;transmission;link;1000.0;MW;;No limit for import
279;2045_scenario;r120640428428-r120670201201-electricity-transmission;to_from_capacity;electricity;r120640428428_r120670201201;transmission;link;1000.0;MW;;No limit for import
280;2045_scenario;r120640472472-r120670124124-electricity-transmission;to_from_capacity;electricity;r120640472472_r120670124124;transmission;link;1000.0;MW;;No limit for import
281;2045_scenario;r120640472472-r120670201201-electricity-transmission;to_from_capacity;electricity;r120640472472_r120670201201;transmission;link;1000.0;MW;;No limit for import
282;2045_scenario;r120670124124-r120670201201-electricity-transmission;to_from_capacity;electricity;r120670124124_r120670201201;transmission;link;1000.0;MW;;No limit for import
283;2045_scenario;r120640428428-electricity-wind;capacity;electricity;r120640428428;wind;volatile;0.0;MW;;Zero
284;2045_scenario;r120640472472-electricity-wind;capacity;electricity;r120640472472;wind;volatile;0.0;MW;;Zero
285;2045_scenario;r120670124124-electricity-wind;capacity;electricity;r120670124124;wind;volatile;0.0;MW;;Zero
286;2045_scenario;r120670201201-electricity-wind;capacity;electricity;r120670201201;wind;volatile;0.0;MW;;Zero
287;2045_scenario;;capacity_cost;electricity;ALL;wind;volatile;68717.7981423247;;;
288;2045_scenario;r120640428428-electricity-wind;capacity_potential;electricity;r120640428428;wind;volatile;0.0;MW;;Empty
289;2045_scenario;r120640472472-electricity-wind;capacity_potential;electricity;r120640472472;wind;volatile;0.0;MW;;Empty
290;2045_scenario;r120670124124-electricity-wind;capacity_potential;electricity;r120670124124;wind;volatile;0.0;MW;;Empty
291;2045_scenario;r120670201201-electricity-wind;capacity_potential;electricity;r120670201201;wind;volatile;92.0395900328712;MW;;Empty
292;2045_scenario;;expandable;electricity;ALL;wind;volatile;true;;;
293;2045_scenario;r120640428428-h2-boiler_heat_high;capacity;h2;r120640428428;boiler_heat_high;conversion;0.0;MW;;Zero
294;2045_scenario;r120640472472-h2-boiler_heat_high;capacity;h2;r120640472472;boiler_heat_high;conversion;0.0;MW;;Zero
295;2045_scenario;r120670124124-h2-boiler_heat_high;capacity;h2;r120670124124;boiler_heat_high;conversion;0.0;MW;;Zero
296;2045_scenario;r120670201201-h2-boiler_heat_high;capacity;h2;r120670201201;boiler_heat_high;conversion;0.0;MW;;Zero
297;2045_scenario;;capacity_cost;h2;ALL;boiler_heat_high;conversion;12727.118044693523;;;
298;2045_scenario;r120640428428-h2-boiler_heat_high;capacity_potential;h2;r120640428428;boiler_heat_high;conversion;;MW;;Empty
299;2045_scenario;r120640472472-h2-boiler_heat_high;capacity_potential;h2;r120640472472;boiler_heat_high;conversion;;MW;;Empty
300;2045_scenario;r120670124124-h2-boiler_heat_high;capacity_potential;h2;r120670124124;boiler_heat_high;conversion;;MW;;Empty
301;2045_scenario;r120670201201-h2-boiler_heat_high;capacity_potential;h2;r120670201201;boiler_heat_high;conversion;;MW;;Empty
302;2045_scenario;;carrier_cost;h2;ALL;boiler_heat_high;conversion;0.0;Eur/MWh;From original raw_cost_eff:;Zero
303;2045_scenario;;efficiency;h2;ALL;boiler_heat_high;conversion;0.92;;https://energiesysteme-zukunft.de/fileadmin/user_upload/Publikationen/PDFs/ESYS_Analyse_IntEv.pdf;Table 19 S.206
304;2045_scenario;;expandable;h2;ALL;boiler_heat_high;conversion;true;;;
305;2045_scenario;;marginal_cost;h2;ALL;boiler_heat_high;conversion;1.0582;EUR/MWh;"From original raw_cost_eff: technology_data_for_el_and_dh.xlsx; 44 Natural Gas DH Only";"1*1;0582 Dummy value"
306;2045_scenario;r120640428428-h2-bpchp_heat_high;capacity;h2;r120640428428;bpchp_heat_high;backpressure;0.0;MW;;Zero
307;2045_scenario;r120640472472-h2-bpchp_heat_high;capacity;h2;r120640472472;bpchp_heat_high;backpressure;0.0;MW;;Zero
308;2045_scenario;r120670124124-h2-bpchp_heat_high;capacity;h2;r120670124124;bpchp_heat_high;backpressure;0.0;MW;;Zero
309;2045_scenario;r120670201201-h2-bpchp_heat_high;capacity;h2;r120670201201;bpchp_heat_high;backpressure;0.0;MW;;Zero
310;2045_scenario;;capacity_cost;h2;ALL;bpchp_heat_high;backpressure;160457.68782772945;;;
311;2045_scenario;;carrier_cost;h2;ALL;bpchp_heat_high;backpressure;0.0;Eur/MWh;From original raw_cost_eff:;Zero
312;2045_scenario;;electric_efficiency;h2;ALL;bpchp_heat_high;backpressure;0.36;;Technikkatalog_Wärmeplanung_Version_1.1_August24;H2-BHKW
313;2045_scenario;;expandable;h2;ALL;bpchp_heat_high;backpressure;true;;;
314;2045_scenario;;marginal_cost;h2;ALL;bpchp_heat_high;backpressure;4.05;EUR/MWh;From original raw_cost_eff:;Dummy value
315;2045_scenario;;thermal_efficiency;h2;ALL;bpchp_heat_high;backpressure;0.56;;Technikkatalog_Wärmeplanung_Version_1.1_August24;H2-BHKW
316;2045_scenario;r120640428428-h2-commodity;capacity;h2;r120640428428;commodity;shortage;550.0;MW;;No limit for import
317;2045_scenario;r120640472472-h2-commodity;capacity;h2;r120640472472;commodity;shortage;0.0;MW;;No limit for import
318;2045_scenario;r120670124124-h2-commodity;capacity;h2;r120670124124;commodity;shortage;0.0;MW;;No limit for import
319;2045_scenario;r120670201201-h2-commodity;capacity;h2;r120670201201;commodity;shortage;0.0;MW;;No limit for import
320;2045_scenario;;marginal_cost;h2;ALL;commodity;shortage;76.0;EUR/MWh;SLE research: https://epub.wupperinst.org/frontdoor/deliver/index/docId/8344/file/8344_Wasserstoffkosten.pdf;Figure 4-3: [DVGW] average value of german production between 6.7 and 8.5 ct/ kWhH2
321;2045_scenario;r120640428428-h2-export;capacity;h2;r120640428428;export;excess;;MW;;Empty
322;2045_scenario;r120640472472-h2-export;capacity;h2;r120640472472;export;excess;;MW;;Empty
323;2045_scenario;r120670124124-h2-export;capacity;h2;r120670124124;export;excess;;MW;;Empty
324;2045_scenario;r120670201201-h2-export;capacity;h2;r120670201201;export;excess;;MW;;Empty
325;2045_scenario;;marginal_cost;h2;ALL;export;excess;0.0;EUR/MWh;own assumption;
326;2045_scenario;;capacity_cost;h2;ALL;transmission;link;96.01794417968188;;;
327;2045_scenario;;expandable;h2;ALL;transmission;link;false;;;
328;2045_scenario;r120640428428-r120640472472-h2-transmission;from_to_capacity;h2;r120640428428_r120640472472;transmission;link;1000.0;MW;;No limit for import
329;2045_scenario;r120640428428-r120670124124-h2-transmission;from_to_capacity;h2;r120640428428_r120670124124;transmission;link;1000.0;MW;;No limit for import
330;2045_scenario;r120640428428-r120670201201-h2-transmission;from_to_capacity;h2;r120640428428_r120670201201;transmission;link;1000.0;MW;;No limit for import
331;2045_scenario;r120640472472-r120670124124-h2-transmission;from_to_capacity;h2;r120640472472_r120670124124;transmission;link;1000.0;MW;;No limit for import
332;2045_scenario;r120640472472-r120670201201-h2-transmission;from_to_capacity;h2;r120640472472_r120670201201;transmission;link;1000.0;MW;;No limit for import
333;2045_scenario;r120670124124-r120670201201-h2-transmission;from_to_capacity;h2;r120670124124_r120670201201;transmission;link;1000.0;MW;;No limit for import
334;2045_scenario;r120640428428-r120640472472-h2-transmission;loss;h2;r120640428428_r120640472472;transmission;link;0.01;;;Zero
335;2045_scenario;r120640428428-r120670124124-h2-transmission;loss;h2;r120640428428_r120670124124;transmission;link;0.01;;;Zero
336;2045_scenario;r120640428428-r120670201201-h2-transmission;loss;h2;r120640428428_r120670201201;transmission;link;0.01;;;Zero
337;2045_scenario;r120640472472-r120670124124-h2-transmission;loss;h2;r120640472472_r120670124124;transmission;link;0.01;;;Zero
338;2045_scenario;r120640472472-r120670201201-h2-transmission;loss;h2;r120640472472_r120670201201;transmission;link;0.01;;;Zero
339;2045_scenario;r120670124124-r120670201201-h2-transmission;loss;h2;r120670124124_r120670201201;transmission;link;0.01;;;Zero
340;2045_scenario;r120640428428-r120640472472-h2-transmission;to_from_capacity;h2;r120640428428_r120640472472;transmission;link;1000.0;MW;;No limit for import
341;2045_scenario;r120640428428-r120670124124-h2-transmission;to_from_capacity;h2;r120640428428_r120670124124;transmission;link;1000.0;MW;;No limit for import
342;2045_scenario;r120640428428-r120670201201-h2-transmission;to_from_capacity;h2;r120640428428_r120670201201;transmission;link;1000.0;MW;;No limit for import
343;2045_scenario;r120640472472-r120670124124-h2-transmission;to_from_capacity;h2;r120640472472_r120670124124;transmission;link;1000.0;MW;;No limit for import
344;2045_scenario;r120640472472-r120670201201-h2-transmission;to_from_capacity;h2;r120640472472_r120670201201;transmission;link;1000.0;MW;;No limit for import
345;2045_scenario;r120670124124-r120670201201-h2-transmission;to_from_capacity;h2;r120670124124_r120670201201;transmission;link;1000.0;MW;;No limit for import
346;2045_scenario;r120640428428-heat_high-demand_ind;amount;heat_high;r120640428428;demand_ind;load;4637.30710333747;MWh/a;;Zero
347;2045_scenario;r120640472472-heat_high-demand_ind;amount;heat_high;r120640472472;demand_ind;load;3927.52607390062;MWh/a;;Zero
348;2045_scenario;r120670124124-heat_high-demand_ind;amount;heat_high;r120670124124;demand_ind;load;2727.75764443695;MWh/a;;Zero
349;2045_scenario;r120670201201-heat_high-demand_ind;amount;heat_high;r120670201201;demand_ind;load;79110.2636932186;MWh/a;;Zero
350;2045_scenario;r120640428428-heat_low_central-demand_cts;amount;heat_low_central;r120640428428;demand_cts;load;254.304819122836;MWh/a;;Zero
351;2045_scenario;r120640472472-heat_low_central-demand_cts;amount;heat_low_central;r120640472472;demand_cts;load;4332.12231816783;MWh/a;;Zero
352;2045_scenario;r120670124124-heat_low_central-demand_cts;amount;heat_low_central;r120670124124;demand_cts;load;6.37862121270531;MWh/a;;Zero
353;2045_scenario;r120670201201-heat_low_central-demand_cts;amount;heat_low_central;r120670201201;demand_cts;load;715.192010156989;MWh/a;;Zero
354;2045_scenario;r120640428428-heat_low_central-demand_hh;amount;heat_low_central;r120640428428;demand_hh;load;801.719966183287;MWh/a;;Zero
355;2045_scenario;r120640472472-heat_low_central-demand_hh;amount;heat_low_central;r120640472472;demand_hh;load;12376.4771738823;MWh/a;;Zero
356;2045_scenario;r120670124124-heat_low_central-demand_hh;amount;heat_low_central;r120670124124;demand_hh;load;31.3521171781915;MWh/a;;Zero
357;2045_scenario;r120670201201-heat_low_central-demand_hh;amount;heat_low_central;r120670201201;demand_hh;load;3839.42501055121;MWh/a;;Zero
358;2045_scenario;r120640428428-heat_low_central-demand_ind;amount;heat_low_central;r120640428428;demand_ind;load;24.0996399380302;MWh/a;;Zero
359;2045_scenario;r120640472472-heat_low_central-demand_ind;amount;heat_low_central;r120640472472;demand_ind;load;245.823991595994;MWh/a;;Zero
360;2045_scenario;r120670124124-heat_low_central-demand_ind;amount;heat_low_central;r120670124124;demand_ind;load;0.899432910980652;MWh/a;;Zero
361;2045_scenario;r120670201201-heat_low_central-demand_ind;amount;heat_low_central;r120670201201;demand_ind;load;2006.60066307136;MWh/a;;Zero
362;2045_scenario;r120640428428-heat_low_central-storage;capacity;heat_low_central;r120640428428;storage;storage;0.0;MW;;Zero
363;2045_scenario;r120640472472-heat_low_central-storage;capacity;heat_low_central;r120640472472;storage;storage;0.0;MW;;Zero
364;2045_scenario;r120670124124-heat_low_central-storage;capacity;heat_low_central;r120670124124;storage;storage;0.0;MW;;Zero
365;2045_scenario;r120670201201-heat_low_central-storage;capacity;heat_low_central;r120670201201;storage;storage;0.0;MW;;Zero
366;2045_scenario;;capacity_cost;heat_low_central;ALL;storage;storage;9.105052348932443;;;
367;2045_scenario;r120640428428-heat_low_central-storage;capacity_potential;heat_low_central;r120640428428;storage;storage;;MW;;Empty
368;2045_scenario;r120640472472-heat_low_central-storage;capacity_potential;heat_low_central;r120640472472;storage;storage;;MW;;Empty
369;2045_scenario;r120670124124-heat_low_central-storage;capacity_potential;heat_low_central;r120670124124;storage;storage;;MW;;Empty
370;2045_scenario;r120670201201-heat_low_central-storage;capacity_potential;heat_low_central;r120670201201;storage;storage;;MW;;Empty
371;2045_scenario;;efficiency;heat_low_central;ALL;storage;storage;0.98;;"Digiplan-Empowerplan: technology_data_for_energy_and_storage.xlsx; 141 Large hot water tank";
372;2045_scenario;;expandable;heat_low_central;ALL;storage;storage;true;;;
373;2045_scenario;r120640428428-heat_low_central-storage;input_parameters;heat_low_central;r120640428428;storage;storage;"{""variable_costs"": 0.1}";;;Own assumption to prevent hidden curtailment
374;2045_scenario;r120640472472-heat_low_central-storage;input_parameters;heat_low_central;r120640472472;storage;storage;"{""variable_costs"": 0.1}";;;Own assumption to prevent hidden curtailment
375;2045_scenario;r120670124124-heat_low_central-storage;input_parameters;heat_low_central;r120670124124;storage;storage;"{""variable_costs"": 0.1}";;;Own assumption to prevent hidden curtailment
376;2045_scenario;r120670201201-heat_low_central-storage;input_parameters;heat_low_central;r120670201201;storage;storage;"{""variable_costs"": 0.1}";;;Own assumption to prevent hidden curtailment
377;2045_scenario;;loss_rate;heat_low_central;ALL;storage;storage;0.1;1/h;own assumption;
378;2045_scenario;;marginal_cost;heat_low_central;ALL;storage;storage;0.0;EUR/MWh;"Digiplan-Empowerplan: technology_data_for_energy_and_storage.xlsx; 141 Large hot water tank";
379;2045_scenario;r120640428428-heat_low_central-storage;storage_capacity;heat_low_central;r120640428428;storage;storage;0.0;MWh;;Zero
380;2045_scenario;r120640472472-heat_low_central-storage;storage_capacity;heat_low_central;r120640472472;storage;storage;0.0;MWh;;Zero
381;2045_scenario;r120670124124-heat_low_central-storage;storage_capacity;heat_low_central;r120670124124;storage;storage;0.0;MWh;;Zero
382;2045_scenario;r120670201201-heat_low_central-storage;storage_capacity;heat_low_central;r120670201201;storage;storage;0.0;MWh;;Zero
383;2045_scenario;;storage_capacity_cost;heat_low_central;ALL;storage;storage;169.5120786050405;;;
384;2045_scenario;r120640428428-heat_low_central-storage;storage_capacity_potential;heat_low_central;r120640428428;storage;storage;;MWh;;Empty
385;2045_scenario;r120640472472-heat_low_central-storage;storage_capacity_potential;heat_low_central;r120640472472;storage;storage;;MWh;;Empty
386;2045_scenario;r120670124124-heat_low_central-storage;storage_capacity_potential;heat_low_central;r120670124124;storage;storage;;MWh;;Empty
387;2045_scenario;r120670201201-heat_low_central-storage;storage_capacity_potential;heat_low_central;r120670201201;storage;storage;;MWh;;Empty
388;2045_scenario;r120640428428-heat_low_decentral-demand_cts;amount;heat_low_decentral;r120640428428;demand_cts;load;11979.1719793242;MWh/a;;Zero
389;2045_scenario;r120640472472-heat_low_decentral-demand_cts;amount;heat_low_decentral;r120640472472;demand_cts;load;12971.4403339816;MWh/a;;Zero
390;2045_scenario;r120670124124-heat_low_decentral-demand_cts;amount;heat_low_decentral;r120670124124;demand_cts;load;4829.81665291678;MWh/a;;Zero
391;2045_scenario;r120670201201-heat_low_decentral-demand_cts;amount;heat_low_decentral;r120670201201;demand_cts;load;6333.92214046342;MWh/a;;Zero
