id_scal;scenario_key;name;var_name;carrier;region;tech;type;var_value;var_unit;source;comment
392;2045_scenario;r120640428428-heat_low_decentral-demand_hh;amount;heat_low_decentral;r120640428428;demand_hh;load;37765.4713241144;MWh/a;;Zero
393;2045_scenario;r120640472472-heat_low_decentral-demand_hh;amount;heat_low_decentral;r120640472472;demand_hh;load;37058.2184470261;MWh/a;;Zero
394;2045_scenario;r120670124124-heat_low_decentral-demand_hh;amount;heat_low_decentral;r120670124124;demand_hh;load;23739.4528695027;MWh/a;;Zero
395;2045_scenario;r120670201201-heat_low_decentral-demand_hh;amount;heat_low_decentral;r120670201201;demand_hh;load;34002.9233207474;MWh/a;;Zero
396;2045_scenario;r120640428428-heat_low_decentral-demand_ind;amount;heat_low_decentral;r120640428428;demand_ind;load;1135.22713589634;MWh/a;;Zero
397;2045_scenario;r120640472472-heat_low_decentral-demand_ind;amount;heat_low_decentral;r120640472472;demand_ind;load;736.057526879162;MWh/a;;Zero
398;2045_scenario;r120670124124-heat_low_decentral-demand_ind;amount;heat_low_decentral;r120670124124;demand_ind;load;681.039978198258;MWh/a;;Zero
399;2045_scenario;r120670201201-heat_low_decentral-demand_ind;amount;heat_low_decentral;r120670201201;demand_ind;load;17770.9652602333;MWh/a;;Zero
400;2045_scenario;r120640428428-heat_low_decentral-solarthermal_plant;capacity;heat_low_decentral;r120640428428;solarthermal_plant;volatile;0.0;MW;;Zero
401;2045_scenario;r120640472472-heat_low_decentral-solarthermal_plant;capacity;heat_low_decentral;r120640472472;solarthermal_plant;volatile;0.0;MW;;Zero
402;2045_scenario;r120670124124-heat_low_decentral-solarthermal_plant;capacity;heat_low_decentral;r120670124124;solarthermal_plant;volatile;0.0;MW;;Zero
403;2045_scenario;r120670201201-heat_low_decentral-solarthermal_plant;capacity;heat_low_decentral;r120670201201;solarthermal_plant;volatile;0.0;MW;;Zero
404;2045_scenario;;capacity_cost;heat_low_decentral;ALL;solarthermal_plant;volatile;48641.64065072932;;;
405;2045_scenario;r120640428428-heat_low_decentral-solarthermal_plant;capacity_potential;heat_low_decentral;r120640428428;solarthermal_plant;volatile;39.678;MW;;Empty
406;2045_scenario;r120640472472-heat_low_decentral-solarthermal_plant;capacity_potential;heat_low_decentral;r120640472472;solarthermal_plant;volatile;40.6809899965167;MW;;Empty
407;2045_scenario;r120670124124-heat_low_decentral-solarthermal_plant;capacity_potential;heat_low_decentral;r120670124124;solarthermal_plant;volatile;14.7387599883199;MW;;Empty
408;2045_scenario;r120670201201-heat_low_decentral-solarthermal_plant;capacity_potential;heat_low_decentral;r120670201201;solarthermal_plant;volatile;23.3683199744224;MW;;Empty
409;2045_scenario;;expandable;heat_low_decentral;ALL;solarthermal_plant;volatile;true;;;
410;2045_scenario;r120640428428-heat_low_decentral-storage;capacity;heat_low_decentral;r120640428428;storage;storage;0.0;MW;;Zero
411;2045_scenario;r120640472472-heat_low_decentral-storage;capacity;heat_low_decentral;r120640472472;storage;storage;0.0;MW;;Zero
412;2045_scenario;r120670124124-heat_low_decentral-storage;capacity;heat_low_decentral;r120670124124;storage;storage;0.0;MW;;Zero
413;2045_scenario;r120670201201-heat_low_decentral-storage;capacity;heat_low_decentral;r120670201201;storage;storage;0.0;MW;;Zero
414;2045_scenario;;capacity_cost;heat_low_decentral;ALL;storage;storage;4338.715783009913;;;
415;2045_scenario;r120640428428-heat_low_decentral-storage;capacity_potential;heat_low_decentral;r120640428428;storage;storage;;MW;;Empty
416;2045_scenario;r120640472472-heat_low_decentral-storage;capacity_potential;heat_low_decentral;r120640472472;storage;storage;;MW;;Empty
417;2045_scenario;r120670124124-heat_low_decentral-storage;capacity_potential;heat_low_decentral;r120670124124;storage;storage;;MW;;Empty
418;2045_scenario;r120670201201-heat_low_decentral-storage;capacity_potential;heat_low_decentral;r120670201201;storage;storage;;MW;;Empty
419;2045_scenario;;efficiency;heat_low_decentral;ALL;storage;storage;1.0;;"Digiplan-Empowerplan: technology_data_for_energy_and_storage.xlsx; 142 small scale hot water tank";
420;2045_scenario;;expandable;heat_low_decentral;ALL;storage;storage;true;;;
421;2045_scenario;r120640428428-heat_low_decentral-storage;input_parameters;heat_low_decentral;r120640428428;storage;storage;"{""variable_costs"": 0.1}";;;Own assumption to prevent hidden curtailment
422;2045_scenario;r120640472472-heat_low_decentral-storage;input_parameters;heat_low_decentral;r120640472472;storage;storage;"{""variable_costs"": 0.1}";;;Own assumption to prevent hidden curtailment
423;2045_scenario;r120670124124-heat_low_decentral-storage;input_parameters;heat_low_decentral;r120670124124;storage;storage;"{""variable_costs"": 0.1}";;;Own assumption to prevent hidden curtailment
424;2045_scenario;r120670201201-heat_low_decentral-storage;input_parameters;heat_low_decentral;r120670201201;storage;storage;"{""variable_costs"": 0.1}";;;Own assumption to prevent hidden curtailment
425;2045_scenario;;loss_rate;heat_low_decentral;ALL;storage;storage;0.021;1/h;"Digiplan-Empowerplan: technology_data_for_energy_and_storage.xlsx; 142 small scale hot water tank";"2;1/100"
426;2045_scenario;;marginal_cost;heat_low_decentral;ALL;storage;storage;1.27;EUR/MWh;"Digiplan-Empowerplan: technology_data_for_energy_and_storage.xlsx; 142 small scale hot water tank";"1;2*1;0582"
427;2045_scenario;r120640428428-heat_low_decentral-storage;storage_capacity;heat_low_decentral;r120640428428;storage;storage;0.0;MWh;;Zero
428;2045_scenario;r120640472472-heat_low_decentral-storage;storage_capacity;heat_low_decentral;r120640472472;storage;storage;0.0;MWh;;Zero
429;2045_scenario;r120670124124-heat_low_decentral-storage;storage_capacity;heat_low_decentral;r120670124124;storage;storage;0.0;MWh;;Zero
430;2045_scenario;r120670201201-heat_low_decentral-storage;storage_capacity;heat_low_decentral;r120670201201;storage;storage;0.0;MWh;;Zero
431;2045_scenario;;storage_capacity_cost;heat_low_decentral;ALL;storage;storage;42726.952470328564;;;
432;2045_scenario;r120640428428-heat_low_decentral-storage;storage_capacity_potential;heat_low_decentral;r120640428428;storage;storage;;MWh;;Empty
433;2045_scenario;r120640472472-heat_low_decentral-storage;storage_capacity_potential;heat_low_decentral;r120640472472;storage;storage;;MWh;;Empty
434;2045_scenario;r120670124124-heat_low_decentral-storage;storage_capacity_potential;heat_low_decentral;r120670124124;storage;storage;;MWh;;Empty
435;2045_scenario;r120670201201-heat_low_decentral-storage;storage_capacity_potential;heat_low_decentral;r120670201201;storage;storage;;MWh;;Empty
436;2045_scenario;r120640428428-residual_waste-bpchp_heat_high;capacity;residual_waste;r120640428428;bpchp_heat_high;backpressure;0.0;MW;;Zero
437;2045_scenario;r120640472472-residual_waste-bpchp_heat_high;capacity;residual_waste;r120640472472;bpchp_heat_high;backpressure;0.0;MW;;Zero
438;2045_scenario;r120670124124-residual_waste-bpchp_heat_high;capacity;residual_waste;r120670124124;bpchp_heat_high;backpressure;0.0;MW;;Zero
439;2045_scenario;r120670201201-residual_waste-bpchp_heat_high;capacity;residual_waste;r120670201201;bpchp_heat_high;backpressure;0.0;MW;;Zero
440;2045_scenario;;capacity_cost;residual_waste;ALL;bpchp_heat_high;backpressure;675577.0459946925;;;
441;2045_scenario;;carrier_cost;residual_waste;ALL;bpchp_heat_high;backpressure;0.0;Eur/MWh;From original raw_cost_eff:;Zero
442;2045_scenario;;electric_efficiency;residual_waste;ALL;bpchp_heat_high;backpressure;0.21;;"PyPSA: Danish Energy Agency; technology_data_for_el_and_dh.xlsx";"08 WtE CHP; Large; 50 degree:  Electricity efficiency; net; annual average"
443;2045_scenario;;expandable;residual_waste;ALL;bpchp_heat_high;backpressure;true;;;
444;2045_scenario;;marginal_cost;residual_waste;ALL;bpchp_heat_high;backpressure;27.2845;EUR/MWh_e;"PyPSA: Danish Energy Agency; technology_data_for_el_and_dh.xlsx";"08 WtE CHP; Large; 50 degree:  Variable O&M"
445;2045_scenario;;thermal_efficiency;residual_waste;ALL;bpchp_heat_high;backpressure;0.76;per unit;"PyPSA: Danish Energy Agency; technology_data_for_el_and_dh.xlsx";"08 WtE CHP; Large; 50 degree:  Heat efficiency; net; annual average"
446;2045_scenario;r120640428428-residual_waste-bpchp_heat_low_central;capacity;residual_waste;r120640428428;bpchp_heat_low_central;backpressure;0.0;MW;;Zero
447;2045_scenario;r120640472472-residual_waste-bpchp_heat_low_central;capacity;residual_waste;r120640472472;bpchp_heat_low_central;backpressure;0.0;MW;;Zero
448;2045_scenario;r120670124124-residual_waste-bpchp_heat_low_central;capacity;residual_waste;r120670124124;bpchp_heat_low_central;backpressure;0.0;MW;;Zero
449;2045_scenario;r120670201201-residual_waste-bpchp_heat_low_central;capacity;residual_waste;r120670201201;bpchp_heat_low_central;backpressure;0.0;MW;;Zero
450;2045_scenario;;capacity_cost;residual_waste;ALL;bpchp_heat_low_central;backpressure;675577.0459946925;;;
451;2045_scenario;;carrier_cost;residual_waste;ALL;bpchp_heat_low_central;backpressure;0.0;Eur/MWh;From original raw_cost_eff:;Zero
452;2045_scenario;;electric_efficiency;residual_waste;ALL;bpchp_heat_low_central;backpressure;0.21;;"PyPSA: Danish Energy Agency; technology_data_for_el_and_dh.xlsx";"08 WtE CHP; Large; 50 degree:  Electricity efficiency; net; annual average"
453;2045_scenario;;expandable;residual_waste;ALL;bpchp_heat_low_central;backpressure;true;;;
454;2045_scenario;;marginal_cost;residual_waste;ALL;bpchp_heat_low_central;backpressure;27.2845;EUR/MWh_e;"PyPSA: Danish Energy Agency; technology_data_for_el_and_dh.xlsx";"08 WtE CHP; Large; 50 degree:  Variable O&M"
455;2045_scenario;;thermal_efficiency;residual_waste;ALL;bpchp_heat_low_central;backpressure;0.76;per unit;"PyPSA: Danish Energy Agency; technology_data_for_el_and_dh.xlsx";"08 WtE CHP; Large; 50 degree:  Heat efficiency; net; annual average"
456;2045_scenario;r120640428428-residual_waste-commodity;capacity;residual_waste;r120640428428;commodity;shortage;132.809523809524;MW;;No limit for import
457;2045_scenario;r120640472472-residual_waste-commodity;capacity;residual_waste;r120640472472;commodity;shortage;0.0;MW;;No limit for import
458;2045_scenario;r120670124124-residual_waste-commodity;capacity;residual_waste;r120670124124;commodity;shortage;0.0;MW;;No limit for import
459;2045_scenario;r120670201201-residual_waste-commodity;capacity;residual_waste;r120670201201;commodity;shortage;0.0;MW;;No limit for import
460;2045_scenario;;marginal_cost;residual_waste;ALL;commodity;shortage;0.0;EUR/MWh;own assumption;own assumption
