from;r120640428428-biomass_solid;r120640428428-biomass_solid-boiler_heat_high;r120640472472-biomass_solid;r120640472472-biomass_solid-boiler_heat_high;r120670124124-biomass_solid;r120670124124-biomass_solid-boiler_heat_high;r120670201201-biomass_solid;r120670201201-biomass_solid-boiler_heat_high;r120640428428-electricity;r120640428428-electricity-boiler_heat_high;r120640472472-electricity;r120640472472-electricity-boiler_heat_high;r120670124124-electricity;r120670124124-electricity-boiler_heat_high;r120670201201-electricity;r120670201201-electricity-boiler_heat_high;r120640428428-electricity;r120640428428-electricity-electrolyzer;r120640472472-electricity;r120640472472-electricity-electrolyzer;r120670124124-electricity;r120670124124-electricity-electrolyzer;r120670201201-electricity;r120670201201-electricity-electrolyzer;r120640428428-electricity;r120640428428-electricity-heatpump_central;r120640472472-electricity;r120640472472-electricity-heatpump_central;r120670124124-electricity;r120670124124-electricity-heatpump_central;r120670201201-electricity;r120670201201-electricity-heatpump_central;r120640428428-electricity;r120640428428-electricity-heatpump_decentral;r120640472472-electricity;r120640472472-electricity-heatpump_decentral;r120670124124-electricity;r120670124124-electricity-heatpump_decentral;r120670201201-electricity;r120670201201-electricity-heatpump_decentral;r120640428428-electricity;r120640428428-electricity-heatpump_heat_high;r120640472472-electricity;r120640472472-electricity-heatpump_heat_high;r120670124124-electricity;r120670124124-electricity-heatpump_heat_high;r120670201201-electricity;r120670201201-electricity-heatpump_heat_high;r120640428428-h2;r120640428428-h2-boiler_heat_high;r120640472472-h2;r120640472472-h2-boiler_heat_high;r120670124124-h2;r120670124124-h2-boiler_heat_high;r120670201201-h2;r120670201201-h2-boiler_heat_high
to;r120640428428-biomass_solid-boiler_heat_high;r120640428428-heat_high;r120640472472-biomass_solid-boiler_heat_high;r120640472472-heat_high;r120670124124-biomass_solid-boiler_heat_high;r120670124124-heat_high;r120670201201-biomass_solid-boiler_heat_high;r120670201201-heat_high;r120640428428-electricity-boiler_heat_high;r120640428428-heat_high;r120640472472-electricity-boiler_heat_high;r120640472472-heat_high;r120670124124-electricity-boiler_heat_high;r120670124124-heat_high;r120670201201-electricity-boiler_heat_high;r120670201201-heat_high;r120640428428-electricity-electrolyzer;r120640428428-h2;r120640472472-electricity-electrolyzer;r120640472472-h2;r120670124124-electricity-electrolyzer;r120670124124-h2;r120670201201-electricity-electrolyzer;r120670201201-h2;r120640428428-electricity-heatpump_central;r120640428428-heat_low_central;r120640472472-electricity-heatpump_central;r120640472472-heat_low_central;r120670124124-electricity-heatpump_central;r120670124124-heat_low_central;r120670201201-electricity-heatpump_central;r120670201201-heat_low_central;r120640428428-electricity-heatpump_decentral;r120640428428-heat_low_decentral;r120640472472-electricity-heatpump_decentral;r120640472472-heat_low_decentral;r120670124124-electricity-heatpump_decentral;r120670124124-heat_low_decentral;r120670201201-electricity-heatpump_decentral;r120670201201-heat_low_decentral;r120640428428-electricity-heatpump_heat_high;r120640428428-heat_high;r120640472472-electricity-heatpump_heat_high;r120640472472-heat_high;r120670124124-electricity-heatpump_heat_high;r120670124124-heat_high;r120670201201-electricity-heatpump_heat_high;r120670201201-heat_high;r120640428428-h2-boiler_heat_high;r120640428428-heat_high;r120640472472-h2-boiler_heat_high;r120640472472-heat_high;r120670124124-h2-boiler_heat_high;r120670124124-heat_high;r120670201201-h2-boiler_heat_high;r120670201201-heat_high
type;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2019-04-03 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4062082176471658;2.518897157630075;0.39955009483216347;2.4776101380542457;0.2399108711590395;1.4876873120572038;0.5972604637374441;3.7036121356358906;0.0;0.0;0.2447519412037137;0.5335592318240959;0.16998588069108928;0.37056921990657465;4.929920322291631;10.747226302595756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-03 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000880190710580658;0.005252097970034786;0.3403517421191253;2.0308788452248203;0.33465461656109763;1.9968840970200694;0.1985952236080597;1.1850176992692922;0.548177236533535;3.2709735703956033;0.0;0.0;0.23710860561515815;0.5145256741848931;0.1646774074465124;0.35734997415893194;4.775964299459714;10.36384252982758;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-03 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.729004510867769e-05;0.0002651552829243558;0.0564098989999451;0.3162903036926922;0.26802675615803745;1.502826021778116;0.26345377831175054;1.4771853349939852;0.15275365005223104;0.8564897158428595;0.4995803967925047;2.801147284815574;0.0;0.0;0.22033839711438438;0.4737275537959264;0.15303010999360067;0.3290147364862414;4.438170076907586;9.54206566535131;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10942340698781054;0.5989837298512749;0.0002627820821955178;0.0014384691179382644;0.06764735939799225;0.37030164534460963;0.3586097560880113;1.9630298048257742;0.3563370891746653;1.9505892261421178;0.19897548927157083;1.0891918282725788;0.5991022010170065;3.279485448367094;0.0;0.0;0.21347268594311597;0.4568315479182682;0.148261714881885;0.3172800698472339;4.299877367710854;9.201737566901228;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12628094854631502;0.6710569605751181;0.00027691021991316673;0.0014715009086185681;0.07040043084955006;0.374107889534509;0.3798230547818656;2.018379713110834;0.3781162370502747;2.0093096836851596;0.2096731483028809;1.114203110081509;0.6234841012251368;3.3131945139103767;0.0;0.0;0.21628653018436278;0.4606903092926927;0.15021599475040615;0.3199600688183651;4.3565552753117585;9.279462736414045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13036616750470137;0.6771218740194189;0.0002853947115764411;0.0014823401319280353;0.07226999487354005;0.37537035337316704;0.39192635508999163;2.0356654883374166;0.3903483879634027;2.0274695270819136;0.21609750519135593;1.1224104419639027;0.6400414351947441;3.324375214401501;0.0;0.0;0.21764035014646;0.46357394581195976;0.15115625400809565;0.3219628210372437;4.383824617941046;9.337546436214426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14953864214055756;0.7515812153984422;0.00032887831704006256;0.0016529424214433543;0.07879108665673973;0.39600400153677384;0.1837659742940288;0.9236077868017887;0.1939955003593869;0.9750213848062785;0.06710843833247887;0.3372870110590388;0.4339824423855511;2.18119575542978;0.0;0.0;0.2145893674950577;0.45707535276447286;0.14903727603218578;0.3174493979485557;4.322370145702198;9.206648410345682;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2041665749718199;1.0183828759594378;0.00045799215343170837;0.0022844648613173616;0.09476842149855115;0.47270488643477315;0.6135049248129992;3.0601625649672406;0.6113249698268922;3.0492889494965385;0.34678624984717055;1.729769814237687;0.8392932172364214;4.18639456757527;0.0;0.0;0.216764330763993;0.4617080245273051;0.1505478382974837;0.32066689557364025;4.3661793819723105;9.29996208360102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.301245271661272;1.4986952265148281;0.000695011113427263;0.0034576802893006332;0.12376967609486876;0.615754138571972;0.9073455324430414;4.51404402390413;0.9020024782912662;4.487462329499049;0.5262542072426265;2.6181146810320666;1.0961356958716497;5.453275086961457;0.0;0.0;0.22691925901034055;0.48787640687223216;0.15760067069922323;0.33884144200332994;4.570725204517649;9.827059189712946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35911280705610654;1.7865862151041298;0.0008307537516285056;0.004132999914351815;0.14917640666607018;0.7421526231636991;1.0824619491798488;5.385248197169748;1.0752721201711213;5.3494787978513285;0.6290369298142905;3.129458725826095;1.3211441565316029;6.572692178744724;0.0;0.0;0.24267729662294601;0.5338900525704813;0.1685449920736247;0.37079898256197436;4.888131756979514;10.753889865354932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.05662518761943733;0.048131409476521725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.341075117948614;1.7104917165122993;0.0007862125330092724;0.003942855853041501;0.14335092454137865;0.718904886575014;1.0276691169389005;5.153760621448585;1.0212628399992485;5.121633142596231;0.5953108450924259;2.985483888138516;1.2695522068391585;6.36680431729838;0.021509805911358336;0.04861216135966984;0.2582242407340004;0.5835867840588409;0.1793427041317002;0.4053145113376424;5.179989270998367;11.706775752456307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 08:00:00;0.04748779758013571;0.04036462794311535;0.040219368489498294;0.03418646321607355;0.02793328110046087;0.023743288935391738;0.8667445316824974;0.7367328519301228;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3088425501091729;1.5414331675948818;0.0007137403821397754;0.0035622782472596185;0.1350899902601473;0.6742341413883952;0.9318706153084422;4.650966241004435;0.9247505996160743;4.615430242683827;0.5404357883254574;2.6973150195323576;1.196391274108214;5.971188849074096;0.02104422569682677;0.04861216135966984;0.2526349714540437;0.5835867840588409;0.17546082741889282;0.4053145113376424;5.067868291106627;11.706775752456307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 09:00:00;0.05563164886306136;0.047286901533602155;0.04711673101971325;0.04004922136675626;0.03272365881259702;0.027815109990707465;1.005674778938913;0.8548235620980762;0.007085359045652409;0.007014505455195885;0.006000881928807257;0.005940873109519185;0.004167751212001677;0.0041260736998816605;0.12087287082179418;0.11966414211357623;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28696729906429463;1.4359843645177301;0.0006624359933506946;0.0033148297107268754;0.1287397201019885;0.6442135593903504;0.8662087779072657;4.334508724647957;0.859250714599089;4.299690575853841;0.5015887110217204;2.509949909952689;1.1401516682660608;5.7053189480033675;0.0206860261104978;0.04861216135966984;0.24833480172716632;0.5835867840588409;0.17247426014367762;0.4053145113376424;4.981606703172897;11.706775752456307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 10:00:00;0.05563164886306136;0.047286901533602155;0.04711673101971325;0.04004922136675626;0.03272365881259702;0.027815109990707465;1.005674778938913;0.8548235620980762;0.007166478247021871;0.0070948134645516525;0.006069585116103958;0.006008889264942918;0.004215467163676941;0.004173312492040171;0.1222567259920285;0.12103415873210821;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2650150870849409;1.3332909031243376;0.0006134928586315667;0.0030864825717754115;0.12258121629180306;0.6167060991640612;0.8009797483324576;4.0297291138605935;0.7935203896045876;3.99220108010068;0.4645295474141455;2.337048153040566;1.0856103939208683;5.461705891815888;0.02059837345748722;0.04861216135966984;0.24728253561815294;0.5835867840588409;0.1717434370074756;0.4053145113376424;4.960498200193351;11.706775752456307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 11:00:00;0.05563164886306136;0.047286901533602155;0.04711673101971325;0.04004922136675626;0.03272365881259702;0.027815109990707465;1.005674778938913;0.8548235620980762;0.00911883473942101;0.0090276463920268;0.007723116111264482;0.007645884950151838;0.0053638826617523104;0.005310243835134787;0.15556300342741813;0.15400737339314396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24283468787358253;1.238942577531018;0.0005636991611852849;0.0028759931203673236;0.11590325730628942;0.5913384187766887;0.7349134186691695;3.749528262050103;0.7271068158817409;3.709698974628642;0.42682634775442585;2.1776680262430808;1.0264686925724895;5.2370432695048414;0.020511460489312166;0.04861216135966984;0.246239149391916;0.5835867840588409;0.17101878115512337;0.4053145113376424;4.939567828040635;11.706775752456307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 12:00:00;0.05563164886306136;0.047286901533602155;0.04711673101971325;0.04004922136675626;0.03272365881259702;0.027815109990707465;1.005674778938913;0.8548235620980762;0.012765998064699902;0.012638338084052902;0.010812048704384632;0.010703928217340786;0.007509217749411195;0.007434125571917083;0.21778188304127777;0.21560406421086498;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22795018455924634;1.1823776073088108;0.0005322829127270428;0.0027609514683151716;0.11136603209121265;0.57765560845712;0.6910637530968536;3.58454768731338;0.6825389499576503;3.540329533430332;0.40303833543703743;2.0905598459119132;0.9862858733604357;5.11586482512058;0.020511460489312166;0.04861216135966984;0.246239149391916;0.5835867840588409;0.17101878115512337;0.4053145113376424;4.939567828040635;11.706775752456307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 13:00:00;0.05563164886306136;0.047286901533602155;0.04711673101971325;0.04004922136675626;0.03272365881259702;0.027815109990707465;1.005674778938913;0.8548235620980762;0.011475481138311195;0.011360726326928083;0.009719056852809058;0.009621866284280967;0.006750109643610164;0.006682608547174063;0.19576627526026746;0.1938086125076648;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4422799852897036;2.4316553591227903;0.0010351683001498086;0.005691355314223648;0.22084040981437086;1.214180573159411;0.9039544536880784;4.969941586377055;0.8833129011476873;4.856454330509985;0.5561260675726385;3.0575811195143663;1.1862064643249957;6.521763140858826;0.020511460489312166;0.04861216135966984;0.246239149391916;0.5835867840588409;0.17101878115512337;0.4053145113376424;4.939567828040635;11.706775752456307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 14:00:00;0.05563164886306136;0.047286901533602155;0.04711673101971325;0.04004922136675626;0.03272365881259702;0.027815109990707465;1.005674778938913;0.8548235620980762;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6170883052884323;3.3927515024758006;0.6089074417806332;3.3477731149099212;0.36006839572655963;1.979656039704625;0.6338205243791886;3.484745243036779;0.020511460489312166;0.04861216135966984;0.246239149391916;0.5835867840588409;0.17101878115512337;0.4053145113376424;4.939567828040635;11.706775752456307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 15:00:00;0.02969453712776499;0.02524035655860024;0.02514952454578027;0.02137709586391323;0.01746692613693456;0.014846887216394378;0.5631999324179597;0.47871994255526573;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20402916066076712;1.143175387182278;0.00047641130469690127;0.0026693325402167376;0.10111478586776718;0.5665461452170995;0.6187757614928221;3.467000591644282;0.6109135175626337;3.4229484389034366;0.36073301366127264;2.0211870755441104;0.8954982324194098;5.017476596245953;0.020511460489312166;0.04861216135966984;0.246239149391916;0.5835867840588409;0.17101878115512337;0.4053145113376424;4.939567828040635;11.706775752456307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2030304943261377;1.1593041226022462;0.0004785421411656337;0.0027324756260557683;0.10052065898434293;0.5739729628005981;0.6168345925667137;3.5221255235559354;0.6079232647900203;3.471241841951016;0.362346457870944;2.06899827444309;0.890236493798561;5.083250379589783;0.019402873397067668;0.04579078121707969;0.2462700174575014;0.5811972411997033;0.17104021974019837;0.40365491858686814;4.960498200193351;11.706775752456307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22132906398490532;1.224835040092466;0.0005222084655798659;0.002889901648518978;0.10706594515130828;0.59250294046734;0.6721484189778519;3.7196693506234326;0.662713685533795;3.6674575357440213;0.395410083032984;2.1881993995045335;0.948203210959608;5.247356569450471;0.008705318198467246;0.0205445509483827;0.23720981807168626;0.5598151706491795;0.16474770183713186;0.38880457633563115;4.778002973162782;11.276087016664166;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2486309325432027;1.301334300931123;0.0005889674941017686;0.003082655864128657;0.11770979392005908;0.6160930613775892;0.755219637121721;3.952819580695088;0.7444621988490752;3.8965151487760594;0.4459592310283832;2.3341506152025575;1.0424678397847211;5.45627667343323;0.002208316765227902;0.005211627565937849;0.23170724039835244;0.5468290873401117;0.1609260344490303;0.3797854412997115;4.667167204656342;11.014514602988966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2754380677405318;1.3906868040219451;0.0006525501265873377;0.003294725589139468;0.12712587411122045;0.6418585383875521;0.5718391301504474;2.887215768129609;0.5721253313125978;2.8886607977973062;0.31301759491752673;1.5804258367385926;1.1258590381652576;5.684462283696385;0.0;0.0;0.22983692612293552;0.5424151456501278;0.159627057951797;0.37671985676624087;4.629494366148494;10.925606704110445;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2802605021094062;1.4001814685385934;0.0006625434314963441;0.0033100669837557353;0.12882551575503146;0.6436122767121372;0.8503280229278956;4.248238802547767;0.8391689140073509;4.192487894380726;0.5016700619167983;2.5063436293363246;1.1409114963662725;5.699993835845898;0.0;0.0;0.2290851942741898;0.5406410584870879;0.1591049628063034;0.375487712222876;4.614352594034985;10.889872121922563;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2678414939644654;1.3180479917991341;0.0006306623281097566;0.0031034893166281127;0.12565246115136441;0.6183357613258643;0.8124400639210524;3.998017554555499;0.8019833473663189;3.9465600523896556;0.47753006693744526;2.3499254593991683;1.1128101186640043;5.476138593945565;0.0;0.0;0.22608442026444744;0.5335592318240959;0.15702085589261638;0.37056921990657465;4.553909450252439;10.747226302595756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21453287586544031;1.0503529602371957;0.0004997935532304588;0.0024469892366163265;0.10993671126104818;0.5382501383340919;0.6509415229431506;3.1870096963296652;0.6423642257966009;3.145015249500158;0.3784377761144923;1.8528313518565542;0.9736274449615823;4.766879970531907;0.0;0.0;0.21801935346817508;0.5145256741848931;0.15141948057581864;0.35734997415893194;4.391458699079483;10.36384252982758;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-04 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15632471118285216;0.7653657859512442;0.0003538257265939057;0.0017323307574037623;0.08299920714378743;0.4063641181759833;0.47223619000951356;2.3120683862865783;0.46807465600206644;2.2916935157861174;0.2679126616156035;1.3117003912699947;0.7350620648761838;3.598863869633796;0.0;0.0;0.20073201432030782;0.4737275537959264;0.13941302393484806;0.3290147364862414;4.043248163284454;9.54206566535131;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-05 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16592364497818718;0.8040659835642952;0.00036219616231856176;0.0017552026025957504;0.08421099530711117;0.4080864832582607;0.4972924908541408;2.4098794106791663;0.4968162260343475;2.407571431362448;0.2742506566943185;1.3290186823406673;0.74579396871211;3.6141175723788854;0.0;0.0;0.19357268979587636;0.4568315479182682;0.13444070756238724;0.3172800698472339;3.8990413419073002;9.201737566901228;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-05 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16825800222522988;0.8216038248657975;0.0003658920338754466;0.0017866508014138058;0.08432345643918847;0.4117514377925573;0.5037666791686732;2.459892694380631;0.5038058661055026;2.4600840441931693;0.27704912699020756;1.3528308870931836;0.7467899530691637;3.6465753408367263;0.0;0.0;0.19520775817486982;0.4606903092926927;0.13557630034676488;0.3199600688183651;3.9319757357686633;9.279462736414045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-05 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1711581796675404;0.8253247423568798;0.00037225369166255163;0.001795007301196824;0.08559922072368799;0.41275944232962347;0.5124342953165367;2.4709581720163403;0.5124897110867774;2.471225386860441;0.28186609913759203;1.359158330041469;0.7580884456877127;3.6555024851061506;0.0;0.0;0.19642963805591515;0.46357394581195976;0.1364249241683236;0.3219628210372437;3.9565874729722146;9.337546436214426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-05 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18886689697750841;0.9090163751527479;0.00041410105283789053;0.001993068367308767;0.09075714842542175;0.4368141553715548;0.5656703448915973;2.7225713699632577;0.5655139687385669;2.7218187315387223;0.3135524268164783;1.50912783026771;0.8037683638145242;3.868537135039305;0.0;0.0;0.19367599693409868;0.45707535276447286;0.13451245675786258;0.3174493979485557;3.9011222077735943;9.206648410345682;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-05 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2601446545071488;1.2489544862888213;0.0005800952797076738;0.002785037437876542;0.11097841516340448;0.5328073711995049;0.7792534884803046;3.741195998193943;0.7789371158778586;3.7396770933295995;0.4392412950670042;2.1087974576166872;0.9828530393715275;4.718677442022703;0.0;0.0;0.19563899344377336;0.4617080245273051;0.13587580320916962;0.32066689557364025;3.940661899830941;9.29996208360102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-05 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39217556637840123;1.8506764977396755;0.0008990240321143322;0.004242494407547534;0.1505256856690639;0.7103307106723127;1.1780580641911789;5.559256004918174;1.174270158159883;5.541380876356488;0.6807303799494018;3.212366662981227;1.3330937141739603;6.290869237186919;0.0;0.0;0.20585502399672242;0.48787640687223216;0.1429710725752447;0.33884144200332994;4.146438476672129;9.827059189712946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-04-05 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4698441358315276;2.228000892113104;0.0010764592221531098;0.0051045696314500465;0.1811532021114332;0.8590284844124163;1.4113495452297071;6.692619543479271;1.4068289689445763;6.671182970735181;0.8150822103976123;3.8651198417054777;1.6043387808787013;7.607774498926801;0.0;0.0;0.22432355150020222;0.5338900525704813;0.15579789183276235;0.37079898256197436;4.51844111989703;10.753889865354932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
